"pvalue" "qvalue" "lfdr" "pi0" "significant" "fdr.level"
1 1 1 1 0 0.05
5.93761428966128e-06 0.00100686143312287 0.000809326029971123 1 1 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.937128120023829 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.0967826686594498 0.420159265186265 1 1 0 0.05
0.00553327370435057 0.039709958001629 0.266689007419316 1 1 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
4.58994178429414e-07 0.00100686143312287 7.02317499047773e-05 1 1 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.140907423353241 0.561322028415119 1 1 0 0.05
0.28073024323568 0.947811424796133 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1.49998306251808e-13 0.00100686143312287 1.93307547265545e-06 1 1 0.05
0.333368110325443 1 1 1 0 0.05
0.0436571114647532 0.223160010231395 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
6.78403617118252e-11 0.00100686143312287 1.93307547265545e-06 1 1 0.05
2.70605291264452e-06 0.00100686143312287 0.000386258307199909 1 1 0.05
1 1 1 1 0 0.05
0.0615835639565312 0.294859092084149 1 1 0 0.05
1 1 1 1 0 0.05
0.165070632141021 0.632016200427368 1 1 0 0.05
1 1 1 1 0 0.05
2.57193566474555e-23 0.00100686143312287 1.93307547265545e-06 1 1 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.398039864383472 1 1 1 0 0.05
1 1 1 1 0 0.05
0.0498794668405251 0.248916680341247 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.0695936725005623 0.324030399745948 1 1 0 0.05
0.0189677099532547 0.112947928631139 0.670415251048817 1 0 0.05
0.081628574657537 0.36790149847055 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.0953622439058863 0.415180168658636 1 1 0 0.05
1 1 1 1 0 0.05
0.101121950465479 0.43488127317782 1 1 0 0.05
0.282145942058875 0.95099117233113 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.673828904491056 1 1 1 0 0.05
0.347837718728918 1 1 1 0 0.05
4.31148236284206e-05 0.00112291019704307 0.00487254349182903 1 1 0.05
0.199553660778853 0.730589388858316 1 1 0 0.05
1 1 1 1 0 0.05
0.00316667574893207 0.0244412559968055 0.173033408322641 1 1 0.05
2.29612352787071e-07 0.00100686143312287 3.60136068334791e-05 1 1 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.122479653550804 0.504314849461583 1 1 0 0.05
0.202081218188301 0.738627932801309 1 1 0 0.05
1 1 1 1 0 0.05
1.24096966991889e-06 0.00100686143312287 0.000183305569492003 1 1 0.05
0.660445586368719 1 1 1 0 0.05
1 1 1 1 0 0.05
0.533349834841258 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.0450544951320298 0.228749166619104 1 1 0 0.05
0.158368095448224 0.611752022215058 1 1 0 0.05
1 1 1 1 0 0.05
0.339420191755501 1 1 1 0 0.05
0.0770376243836089 0.351552592909169 1 1 0 0.05
1 1 1 1 0 0.05
0.165236000816513 0.632309423697269 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.0629623474275345 0.299697738802167 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.693628493760221 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.03478732073451 0.185540082083662 1 1 0 0.05
0.0725327798178824 0.335670581492155 1 1 0 0.05
0.216748697774335 0.778104560391139 1 1 0 0.05
1.46895891362204e-13 0.00100686143312287 1.93307547265545e-06 1 1 0.05
1 1 1 1 0 0.05
0.495402025059009 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.00222627024599873 0.0180690306012455 0.13111273962041 1 1 0.05
0.0470303153498985 0.237352716246576 1 1 0 0.05
0.00406686689357222 0.0304521833532688 0.210289539275534 1 1 0.05
3.13935692550037e-11 0.00100686143312287 1.93307547265545e-06 1 1 0.05
0.263047933263336 0.901573766142101 1 1 0 0.05
0.0365714244553475 0.19287701977863 1 1 0 0.05
1 1 1 1 0 0.05
4.77584720049913e-14 0.00100686143312287 1.93307547265545e-06 1 1 0.05
1 1 1 1 0 0.05
0.455042965744606 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.896853178263298 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.549067054190909 1 1 1 0 0.05
6.14207049548139e-22 0.00100686143312287 1.93307547265545e-06 1 1 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.740156881662436 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.00242617178261925 0.0193491116732089 0.140337755146997 1 1 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.867754265559284 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.20086589054864 0.734723400972402 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.0855755469276542 0.381685362821497 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.0652085831901208 0.307809054552837 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.11046999968937 0.465237506561688 1 1 0 0.05
0.543224699724316 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.627388150758351 1 1 1 0 0.05
0.262254359523101 0.899237823106336 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.421644097177756 1 1 1 0 0.05
0.00104785469069756 0.00936651449279037 0.0717079999472976 1 1 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.0853519951842203 0.381151858327531 1 1 0 0.05
0.317849280980374 1 1 1 0 0.05
0.000598585268323506 0.00575468902142734 0.0454260172794108 1 1 0.05
0.665104757964983 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.395643591899853 1 1 1 0 0.05
0.483524443499603 1 1 1 0 0.05
2.86655544137055e-06 0.00100686143312287 0.000407970566218892 1 1 0.05
0.280833910256739 0.947962067969236 1 1 0 0.05
1 1 1 1 0 0.05
0.151456315293532 0.592465810361198 1 1 0 0.05
0.0249392358648668 0.141425112177524 0.81727371719913 1 0 0.05
0.739281747732117 1 1 1 0 0.05
1 1 1 1 0 0.05
7.76345616305108e-06 0.00100686143312287 0.00103817067333103 1 1 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.000313441573585991 0.003276208460781 0.0265920453086725 1 1 0.05
0.0237308879496557 0.135767132923525 0.788571116752856 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.060508278074168 0.2906435646117 1 1 0 0.05
6.89678808283215e-10 0.00100686143312287 1.93307547265545e-06 1 1 0.05
1 1 1 1 0 0.05
1.27287616181692e-11 0.00100686143312287 1.93307547265545e-06 1 1 0.05
0.919504473620014 1 1 1 0 0.05
0.146482805568248 0.577562376229596 1 1 0 0.05
1 1 1 1 0 0.05
0.539553637227391 1 1 1 0 0.05
0.0777183563809609 0.354155689281847 1 1 0 0.05
0.699438641603013 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.0281253088556125 0.156398929119502 0.89084129346622 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.727921895592065 1 1 1 0 0.05
7.4117295142972e-05 0.00130849080160409 0.00781455177695592 1 1 0.05
0.988381201701013 1 1 1 0 0.05
1 1 1 1 0 0.05
1.47903942130117e-05 0.00100686143312287 0.00187424359821012 1 1 0.05
0.719275666313049 1 1 1 0 0.05
0.00268046600817559 0.0211045616945811 0.151811134927677 1 1 0.05
1 1 1 1 0 0.05
3.53547500325167e-05 0.00108125280392983 0.00409081546860863 1 1 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.0479610145059384 0.24106641417606 1 1 0 0.05
0.0555294619554922 0.271541267814034 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.00271291324497866 0.0212869546602578 0.153255494957228 1 1 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.00799244915253404 0.0546468393078286 0.352906253467961 1 0 0.05
3.46696716474366e-05 0.00107837851880389 0.00402065349827767 1 1 0.05
1 1 1 1 0 0.05
0.0352466141131633 0.187612441996721 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.0619807072638886 0.296406992676339 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.890030303857912 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.107828230068831 0.457230429351563 1 1 0 0.05
1 1 1 1 0 0.05
0.00175374521140506 0.0147252226066491 0.108467524794308 1 1 0.05
1 1 1 1 0 0.05
0.410551425031248 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1.62564782991232e-19 0.00100686143312287 1.93307547265545e-06 1 1 0.05
1.46323607249512e-11 0.00100686143312287 1.93307547265545e-06 1 1 0.05
0.0774408825348655 0.35313901408097 1 1 0 0.05
0.432233916274604 1 1 1 0 0.05
1 1 1 1 0 0.05
0.303665176334989 1 1 1 0 0.05
1 1 1 1 0 0.05
9.37533381372155e-08 0.00100686143312287 1.5291677230727e-05 1 1 0.05
0.0126697891740844 0.0805547704557432 0.49834435939509 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.822267008768183 1 1 1 0 0.05
1 1 1 1 0 0.05
0.0856361236411713 0.381783484847366 1 1 0 0.05
0.118932666741643 0.493695191749241 1 1 0 0.05
1 1 1 1 0 0.05
0.00716453283589528 0.0494707140419195 0.324836827816211 1 1 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.235081595970282 0.826182123841266 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.000481809973304411 0.00473583519027556 0.0379930161172216 1 1 0.05
1 1 1 1 0 0.05
5.11305841134657e-10 0.00100686143312287 1.93307547265545e-06 1 1 0.05
1 1 1 1 0 0.05
0.0193678856721479 0.114819806713686 0.68068278824423 1 0 0.05
0.829394020709227 1 1 1 0 0.05
1 1 1 1 0 0.05
0.0185148448499502 0.11066169740175 0.658712399262368 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.00094984338539151 0.00861027064938022 0.0662222755835499 1 1 0.05
0.00141592368961684 0.0122474347608362 0.0913997766952578 1 1 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.00710947919146205 0.049196370232643 0.322938833251264 1 1 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.519390121324079 1 1 1 0 0.05
3.83483811936537e-05 0.00109590100372837 0.00439512886332455 1 1 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.0602978361066063 0.289913585161862 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.0355996026540059 0.188930916035508 1 1 0 0.05
1 1 1 1 0 0.05
0.189198729315502 0.700345031226899 1 1 0 0.05
1 1 1 1 0 0.05
0.999087595125933 1 1 1 0 0.05
1 1 1 1 0 0.05
0.128404431959596 0.52248747788665 1 1 0 0.05
0.120830074736536 0.49943512353768 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.73119516937444 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.0566122615676608 0.27578764301425 1 1 0 0.05
1 1 1 1 0 0.05
0.327403458933495 1 1 1 0 0.05
1 1 1 1 0 0.05
0.233918438780229 0.823546974880781 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
5.29645738420757e-17 0.00100686143312287 1.93307547265545e-06 1 1 0.05
0.4950796065474 1 1 1 0 0.05
0.0259415154043745 0.146230719207103 0.840735702561503 1 0 0.05
1 1 1 1 0 0.05
0.116691390277275 0.486333627734764 1 1 0 0.05
1 1 1 1 0 0.05
0.176386088486387 0.664251059010193 1 1 0 0.05
0.589373201879337 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
6.35137655504918e-09 0.00100686143312287 1.93307547265545e-06 1 1 0.05
0.638035863496823 1 1 1 0 0.05
1 1 1 1 0 0.05
0.93260033684025 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.029925369044893 0.164528039262573 0.931171123196458 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.460420869206976 1 1 1 0 0.05
1 1 1 1 0 0.05
9.62766801937542e-06 0.00100686143312287 0.00126613064109479 1 1 0.05
0.0731665952785088 0.337642464958356 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.308056548415581 1 1 1 0 0.05
0.914395440519572 1 1 1 0 0.05
0.000450886909473229 0.00447144047683491 0.0359668148570107 1 1 0.05
0.00622087889622236 0.043860338076396 0.291706851096017 1 1 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.569046549893637 1 1 1 0 0.05
0.232984675366738 0.820969266535912 1 1 0 0.05
1 1 1 1 0 0.05
0.717198799162387 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.0116253634236019 0.0751645527194946 0.467483948392653 1 0 0.05
0.424667456395981 1 1 1 0 0.05
0.059774525211617 0.287914859810171 1 1 0 0.05
1 1 1 1 0 0.05
0.314577647857768 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.0366474808930745 0.19315123383369 1 1 0 0.05
1 1 1 1 0 0.05
0.492350927278162 1 1 1 0 0.05
1 1 1 1 0 0.05
0.107985823856051 0.457777770315567 1 1 0 0.05
1 1 1 1 0 0.05
1.78934162497407e-05 0.00101633277103756 0.00222682010060539 1 1 0.05
0.796662459101302 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.312003963771726 1 1 1 0 0.05
0.777599984758025 1 1 1 0 0.05
0.581626577460709 1 1 1 0 0.05
0.102884987724072 0.441150168519589 1 1 0 0.05
0.367018650201906 1 1 1 0 0.05
7.59259771510528e-11 0.00100686143312287 1.93307547265545e-06 1 1 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.0537717219980453 0.264323878659493 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
5.70628110793009e-19 0.00100686143312287 1.93307547265545e-06 1 1 0.05
3.58597107583842e-11 0.00100686143312287 1.93307547265545e-06 1 1 0.05
6.85738246646455e-05 0.00127664371684922 0.00730567545836931 1 1 0.05
0.31930332575997 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1.64252143617059e-19 0.00100686143312287 1.93307547265545e-06 1 1 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.114975790961047 0.480307402573159 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
6.43552769679481e-05 0.00125211444893116 0.00691399374543415 1 1 0.05
1 1 1 1 0 0.05
0.904588222665632 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.000298998429373499 0.00315098874062657 0.0255653342729683 1 1 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.613707042064896 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.218489529676144 0.782080470327941 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.151031443837435 0.59138019496736 1 1 0 0.05
0.0071512117666206 0.0494212456742691 0.324377954892221 1 1 0.05
0.00885671035185596 0.0595916295007106 0.381338664289543 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.000620405113900025 0.00595364788544145 0.046780749013796 1 1 0.05
0.590436211166083 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
9.51384266807094e-19 0.00100686143312287 1.93307547265545e-06 1 1 0.05
0.795199109382869 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.00746120812806503 0.0513425783488881 0.334995415063951 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1.29457174640872e-15 0.00100686143312287 1.93307547265545e-06 1 1 0.05
1 1 1 1 0 0.05
0.0135233822431853 0.0848727046646196 0.522998891354006 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.789838875604497 1 1 1 0 0.05
0.00422920960182716 0.0315794097431317 0.216770274170379 1 1 0.05
1 1 1 1 0 0.05
0.214250903224741 0.771553162936293 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
4.7929313537944e-20 0.00100686143312287 1.93307547265545e-06 1 1 0.05
1 1 1 1 0 0.05
2.20586597777377e-05 0.00102684681329363 0.0026880486052318 1 1 0.05
0.878923656267523 1 1 1 0 0.05
0.673638717912571 1 1 1 0 0.05
1 1 1 1 0 0.05
0.000433979282524357 0.0043260951019479 0.0348474052115628 1 1 0.05
1 1 1 1 0 0.05
0.0180732112804555 0.108344784875441 0.64721209671385 1 0 0.05
2.76537401254503e-10 0.00100686143312287 1.93307547265545e-06 1 1 0.05
0.537759314735292 1 1 1 0 0.05
1 1 1 1 0 0.05
0.00291134331899816 0.0226886920598041 0.161998153281417 1 1 0.05
0.289372539844003 0.969041876231879 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.675608976507701 1 1 1 0 0.05
8.94840464158707e-12 0.00100686143312287 1.93307547265545e-06 1 1 0.05
1 1 1 1 0 0.05
0.0711753153201475 0.330340708918661 1 1 0 0.05
1 1 1 1 0 0.05
8.02608844160455e-08 0.00100686143312287 1.31970361003756e-05 1 1 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
6.7760043409531e-10 0.00100686143312287 1.93307547265545e-06 1 1 0.05
1 1 1 1 0 0.05
0.305168836250486 1 1 1 0 0.05
7.77547726130624e-07 0.00100686143312287 0.000116837697797837 1 1 0.05
7.79863995490548e-23 0.00100686143312287 1.93307547265545e-06 1 1 0.05
0.0119049735155418 0.0766944000074271 0.475824546291786 1 0 0.05
8.61353427651298e-12 0.00100686143312287 1.93307547265545e-06 1 1 0.05
0.10991580615896 0.463511518801141 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.037438131703246 0.196351442784682 1 1 0 0.05
0.0638737584244493 0.30293332872854 1 1 0 0.05
1 1 1 1 0 0.05
0.210924393861727 0.762481472428768 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.000375312476441857 0.00381303519523292 0.0308939600568284 1 1 0.05
1 1 1 1 0 0.05
8.6933153566627e-08 0.00100686143312287 1.42341947547134e-05 1 1 0.05
1 1 1 1 0 0.05
1.8013205958266e-14 0.00100686143312287 1.93307547265545e-06 1 1 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.220889167873221 0.788910945725628 1 1 0 0.05
0.822462908516806 1 1 1 0 0.05
0.326737198786011 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.913432089182587 1 1 1 0 0.05
1 1 1 1 0 0.05
0.00135472519984224 0.011762443680883 0.0882133180678524 1 1 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.0440906268143173 0.224708229484778 1 1 0 0.05
1 1 1 1 0 0.05
0.00290757023478911 0.0226702926417214 0.16183331885234 1 1 0.05
0.00731782733868249 0.0504424216810686 0.330100310191956 1 0 0.05
0.000351596116756994 0.00360607788899602 0.0292623650978097 1 1 0.05
0.314268056183291 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.0197143233021723 0.116252166916143 0.689517048655398 1 0 0.05
1 1 1 1 0 0.05
0.471730783663003 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.642594281259414 1 1 1 0 0.05
0.0732059334577239 0.337665932383001 1 1 0 0.05
0.141435663365309 0.563286564045318 1 1 0 0.05
1 1 1 1 0 0.05
0.0109354096901804 0.0713356632125785 0.446642079185828 1 0 0.05
1 1 1 1 0 0.05
3.2750255367786e-05 0.00106897636350513 0.0038229882127962 1 1 0.05
1 1 1 1 0 0.05
0.815096553005508 1 1 1 0 0.05
1.05544071743388e-10 0.00100686143312287 1.93307547265545e-06 1 1 0.05
1 1 1 1 0 0.05
1.73785566885151e-14 0.00100686143312287 1.93307547265545e-06 1 1 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.000835854075443565 0.00772084071823141 0.0596861737678781 1 1 0.05
1 1 1 1 0 0.05
0.00233145202782925 0.0187708780615701 0.135990448886676 1 1 0.05
1 1 1 1 0 0.05
8.39977409684152e-16 0.00100686143312287 1.93307547265545e-06 1 1 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.0603339732453411 0.28991368047911 1 1 0 0.05
0.00511951031669376 0.0371390052526894 0.251229037855983 1 1 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.263851406890187 0.903363294138422 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.415049874390444 1 1 1 0 0.05
2.121697223001e-07 0.00100686143312287 3.33791613887935e-05 1 1 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
6.97302802971942e-05 0.0012853875834383 0.00741236628291949 1 1 0.05
0.00863708111677048 0.0583384901800048 0.374191738835683 1 0 0.05
1 1 1 1 0 0.05
7.42784655223086e-05 0.00130885450812552 0.00782925262385576 1 1 0.05
0.0568065720763954 0.276355366095288 1 1 0 0.05
0.0920841518776553 0.40347133576525 1 1 0 0.05
0.357399418515959 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.14163568091713 0.563663664215073 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.02326291495404 0.133618188433688 0.777327187084987 1 0 0.05
1 1 1 1 0 0.05
0.0866901212398894 0.385092198778413 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.548380432173904 1 1 1 0 0.05
0.466795603275615 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.00218437412404037 0.0177739190001744 0.129154540678191 1 1 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.108524136586941 0.459816967212127 1 1 0 0.05
2.70652778760128e-17 0.00100686143312287 1.93307547265545e-06 1 1 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.0401268883308493 0.208357564577489 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
2.40685593718583e-09 0.00100686143312287 1.93307547265545e-06 1 1 0.05
1 1 1 1 0 0.05
0.00100460843689394 0.00902517371568631 0.0693018230557128 1 1 0.05
0.163244449723085 0.625914129833888 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.00136667943842143 0.0118406215384864 0.0888382515082076 1 1 0.05
0.947929305283343 1 1 1 0 0.05
0.0561694544580619 0.274169784697393 1 1 0 0.05
1.95274293167377e-05 0.00102113534738251 0.00240927698720791 1 1 0.05
1.76397190000172e-22 0.00100686143312287 1.93307547265545e-06 1 1 0.05
0.250949902187057 0.870140330391148 1 1 0 0.05
1 1 1 1 0 0.05
0.362674677493295 1 1 1 0 0.05
0.000920279976310303 0.00838013633906675 0.0645440492884366 1 1 0.05
0.226281719738742 0.803345141239663 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
0.000100242454742709 0.00148686541808559 0.0101368924137647 1 1 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
1 1 1 1 0 0.05
